student_id,gpa,math_grade,programming_grade,data_structures_grade,algorithms_grade,databases_grade,networks_grade,ai_grade,web_grade,interest,passed_courses,failed_courses,passed_count,failed_count,excellent_count,weak_count,math_passed,math_failed,programming_passed,programming_failed,data_structures_passed,data_structures_failed,algorithms_passed,algorithms_failed,databases_passed,databases_failed,networks_passed,networks_failed,ai_passed,ai_failed,web_passed,web_failed,recommended_track,extra_info
STU0506,2.89,62,82,77,70,83,69,60,88,WEB DEVELOPMENT,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,-,8,0,1,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Web Development,
STU0231#,3.13,95,83,84,80,72,55,93,63,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,2,2,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,AI/Machine Learning,20
STU0283,2.98,58,88,92,57,75,-10.0,150.0,85,Web Development,Programming|Data Structures|Databases|Networks|Artificial Intelligence|Web Development,Mathematics|Algorithms,6,2,3,4,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,Web Development,464
STU0662,3.14,90,85,91,70,73,65,68,84,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,3,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Software Engineering,dqWRQ
STU0390,3.14,57,  87  ,83,74,77,88,82 points,87,Web Development,Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,Mathematics,7,1,3,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Web Development,167
STU0620,3.15,84,,87,79,68,54,93,64,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,3,3,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,AI/Machine Learning,61
479,2.74,79,65,62,65,59,95,57,,Networks@2024,Mathematics|Programming|Data Structures|Algorithms|Networks|Web Development,Databases|Artificial Intelligence,6,2,1,6,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,Network Engineering,qulOx
STU0137,2.79,75,82,61,64,66,90,56,61,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,1,5,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,Network Engineering,INFO_2766
STU0073,2.82,40,92,73,66,95,60,45,97,Data Science,Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Mathematics|Artificial Intelligence,6,2,3,4,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Web Development,26
STU0393,2.9,67,83,72,70,78,62,50,91,Web Develoment,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,1,3,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Web Development,254
STU0727,,76,,58,49,64,89,56,66%,Networks,Mathematics|Programming|Databases|Networks|Web Development,Data Structures|Algorithms|Artificial Intelligence,5,3,1,6,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,Network Engineering,
STU0367,3.04,86,95,83,79,74,999.0,82,46,AI ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,Web Development,7,1,2,2,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,AI/Machine Learning,nxmqd
  STU0325  ,3.03,72,92,84,87,76,66,fifty,78,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,2,2,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Software Engineering,sun
STU0539,3.11,89,,76,86,91,57,81,65,DataScience,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,4,2,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,Data Science,
STU0824,3.06,seventy,,85,75,74,72,61,79,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Software Engineering,
STU0176,2.67,83,69,,71,65,87,56,,UNDECIDED,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks,Artificial Intelligence|Web Development,6,2,1,5,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,Network Engineering,INFO_6301
STU0624,,77,84,81,71,,67,,86,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,1,2,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,Software Engineering,
STU0633,,eighty,70,68,66,,94,56,61,NETWORKS,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,1,5,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,Network Engineering,121
225,3.0,73,75,87,75,79,62,72,75,SOFTWARE ENGINEERING,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Software Engineering,ToY
STU0213,2.73,77,,63,73,56,94,55,61,Neetworks,Mathematics|Programming|Data Structures|Algorithms|Networks|Web Development,Databases|Artificial Intelligence,6,2,1,4,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,Network Engineering,199
STU-0597,,64,90,85,74,88,,,76,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,4,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Web Development,fXIXWrh
STU0059,3.05,84,90,78,79,85,64,83,62,Data Sceince,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,,8,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Data Science,358
STU0303,2.54,73,62,,71,58,72,52,57,Netowrks,Mathematics|Programming|Data Structures|Algorithms|Networks,Databases|Artificial Intelligence|Web Development,5,3,0,5,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,Network Engineering,nHq
STU-0326,,94,74,83,83,82,N/A,81,57,  Data Science  ,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,1,2,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,Data Science,
  STU0264  ,2.83,50,74,75,53,eighty,71,56,99,Web Development,Programming|Data Structures|Databases|Networks|Web Development,Mathematics|Algorithms|Artificial Intelligence,5,3,1,3,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,Web Development,
STU0481,2.95,71,87,70,62,87,72,56,83,Web Dev,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,2,2,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Web Development,367
STU0111,,67,87,84,59,73,62,55,95,software engineering,Mathematics|Programming|Data Structures|Databases|Networks|Web Development,Algorithms|Artificial Intelligence,6,2,2,4,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,Web Development,INFO_1854
STU0792,2.92,63,80,95,79,,73,60,70,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,1,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,Software Engineering,238
STU-0777,3.12,N/A,93,86,62,93,97,-999.0,74,WebDevelopment,Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Mathematics|Artificial Intelligence,6,2,4,3,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Web Development,PASdUcU
STU0591,2.9,80,74,90,73,71,54,95,50,Ai/Ml,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,2,2,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,AI/Machine Learning,-32
STU0135,2.94,74,76,94,,64,86,59,57,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks,Artificial Intelligence|Web Development,6,2,2,4,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,Network Engineering,tRV
STU0830,2.89,84,93,98,88,53,55,54,,Ai/ml,Mathematics|Programming|Data Structures|Algorithms,Databases|Networks|Artificial Intelligence|Web Development,4,4,3,4,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,AI/Machine Learning,
STU0352,2.7,69,67,67,74,60,87,65,57,Neetworks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,Web Development,7,1,1,6,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,Network Engineering,
STU0877,2.98,88,98,77,81,65,57,85,46,ai ml,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,3,3,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,AI/Machine Learning,INFO_6796
STU0884,2.8,93,90,38,87,61,55,89,53,AI/ML,Mathematics|Programming|Algorithms|Databases|Artificial Intelligence,Data Structures|Networks|Web Development,5,3,4,4,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,Data Science,INFO_1698
STU0025,2.84,82,70,71,66,65,88,55,62,Netwroks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Network Engineering,-9
STU0058,3.13,73,76,  80  ,79,86,61,59,99,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,2,2,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Web Development,
STU0451,3.15,92,89,80,  -999  ,76,62,87,62,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,na,8,0,3,2,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,AI/Machine Learning,
STU0105,3.1,91,82,71,96,91,46,79,65,data  science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,3,2,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,Data Science,
STU-0330,2.6,one hundred,N/A,48,,81,56,55,82,WebDevelopment,Mathematics|Programming|Algorithms|Databases|Web Development,Data Structures|Networks|Artificial Intelligence,5,3,0,5,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,Web Development,
STU0657,2.98,74,83,81,ninety,77,65,63,66,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,1,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,AI/Machine Learning,INFO_7344
STU0270,2.99,80,75,89,89,82,54,80,56, Data Science ,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,2,2,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,Data Science,
STU0814,9.99,77,88,88,83,61,64,110.0,,Undecided,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,Web Development,7,1,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,AI/Machine Learning,PdHE
STU0411#,2.61,74,59,65,70,61,88,48,63,Data Science#,Mathematics|Data Structures|Algorithms|Databases|Networks|Web Development,Programming|Artificial Intelligence,6,2,1,5,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,Network Engineering,INFO_5958
STU0374,3.17,71,84,86,73,,65,95,eighty,UNDECIDED,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,AI/Machine Learning,
STU0037,3.0,150.0,81,73,86,95,63,48,89,Web Develoment,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,3,3,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Web Development,
STU0772,3.01,89,73,87,90,65,54,84,50,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,3,3,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,AI/Machine Learning,INFO_5757
146,3.04,78,84,78,73,91,47,89,64,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,2,2,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,Data Science,
STU0094,,88,76,92,84,57,55,86,61,AI ML,Mathematics|Programming|Data Structures|Algorithms|Artificial Intelligence|Web Development,Databases|Networks,6,2,3,3,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,AI/Machine Learning,INFO_17
STU0365,3.05,  86  ,80,80,88,99,55,73,60,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,3,2,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,Data Science,INFO_7426
STU 0234,9.99,90,83,35,74,80,62,89,93,Data Science,Mathematics|Programming|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,Data Structures,5,2,3,2,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,Data Science,INFO_1222
STU0435,2.88,70,81,73,59,87,64,50,87,Networks,Mathematics|Programming|Data Structures|Databases|Networks|Web Development,Algorithms|Artificial Intelligence,6,2,2,3,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,Network Engineering,qcUs
STU0604,3.14,73,94,85,200.0,83,71,58,90,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,3,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Web Development,-41
STU 0841,2.67,75,64,62,76,63,84,,49,Neetworks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks,Artificial Intelligence|Web Development,6,2,0,5,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,Network Engineering,rzodD
STU0716,3.04,91,79,79,77,,60,88,58,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,Web Development,7,1,2,2,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,AI/Machine Learning,INFO_2387
STU0797,3.12,200.0,52,78,92,79,61,66,91,Data Science,Mathematics|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,Programming,7,1,3,3,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,Data Science,bzqAfKI
STU0252,2.8,73,81,76,74,80,38,61,73,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,0,2,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,Software Engineering,
STU0693,3.06,79,94,88,74,,57,63,73,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,3,2,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,Web Development,INFO_9883
STU0471,,85,91,76,83,,37,99,52,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,3,3,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,AI/Machine Learning,256
STU0349,3.1,59,84,79,93,85,68,55,89,Software Engineering,Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Mathematics|Artificial Intelligence,6,2,3,3,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Software Engineering,eMvh
STU0297,2.74,79,82,75,72,82,55,78,45,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,0,2,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,Data Science,INFO_4733
640,2.88,79,71,N/A,70,66,96,54,68,network,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Network Engineering,INFO_3557
STU 0203,2.94,90,84.9,89,72,57,58,92,,web developement,Mathematics|Programming|Data Structures|Algorithms|Artificial Intelligence|Web Development,Databases|Networks,6,2,3,3,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,AI/Machine Learning,INFO_8473
STU0672,3.14,,89,76,87,85,65,55,97,WEB DEVELOPMENT,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,4,2,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Web Development,WyvdNC
STU0248,3.01,84,73,77,84,73,64,89,55,Networks#,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,Web Development,7,1,1,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,Network Engineering,OTvGc
STU0778,3.12,91,77,71,84,73,64,91,58,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,Web Development,7,1,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,AI/Machine Learning,qzaGE
STU0179,2.59,69,65,,67,63 marks,88,37,70,Netwroks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,1,5,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Network Engineering,
  STU0760  ,2.97,68,85,87,84,77,N/A,56,79,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Web Development,Networks|Artificial Intelligence,6,2,2,3,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,Software Engineering,INFO_9488
432,2.86,68,  91  ,74,56,77,63,60,84 marks,Web Development@2024,Mathematics|Programming|Data Structures|Databases|Networks|Artificial Intelligence|Web Development,Algorithms,7,1,1,4,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,Web Development,XMKqXO
STU0423,3.11,,,94,93,39,58,91,62,AI/ML#,Mathematics|Programming|Data Structures|Algorithms|Artificial Intelligence|Web Development,Databases|Networks,6,2,5,3,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,AI/Machine Learning,
STU0642,,77,86,86,N/A,87,60,55,90,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,4,2,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Network Engineering,INFO_4732
STU0514,4.5,76,77,67,65,77,50,54,86,Web Development@2024,Mathematics|Programming|Data Structures|Algorithms|Databases|Web Development,Networks|Artificial Intelligence,6,2,1,4,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,Web Development,xptNq
STU0733,3.05,63.5,  81  ,69,68,84,88,67,90,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,2,4,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,Web Development,INFO_2531
STU0184,3.08,70,82,90,87,78,71,54,70,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,2,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Software Engineering,203
STU0382,2.98,,93,84,61,74,200.0,59,75,SOFTWARE ENGINEERING,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,1,2,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,Software Engineering,mbycc
STU0712,2.64,74,63,71,69,63,81,46,60,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,0,5,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Network Engineering,mswv
STU0817,,60,84,83,66,81,67,58,95,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Web Development,UWhLWZ
STU0356,3.14,89,80,75,80,89,150.0,79,65,Dat Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Data Science,428
STU0207,2.81,999.0,150.0,77,43,95,70.8,,94,Ai/Ml,Programming|Data Structures|Databases|Networks|Web Development,Mathematics|Algorithms|Artificial Intelligence,4,7,3,3,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,Web Development,
STU0826,2.98,70,85,87,75,82,65,,72,Softwre Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Software Engineering,INFO_5109
STU0059,3.05,84,90,78,79,85,64,83,62,Data Sceince,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,,8,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Data Science,358
STU0764,3.06,92,85,73,65,73,65,58,85,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,3,3,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Web Development,
  STU0077  ,,89,,,75,69,58,88,50,Undecided,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,3,3,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,AI/Machine Learning,INFO_6299
STU0560,3.08,63,88,75,71,73,96,56,89,Web Development#,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,3,2,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Web Development,205
STU0212,2.99,67,96,73,75,72,66,48,95,web developement,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,2,3,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Web Development,
STU0497,2.89,60,76,77,58,81,72,64,,Web Development,Mathematics|Programming|Data Structures|Databases|Networks|Artificial Intelligence|Web Development,Algorithms,7,1,1,3,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,Web Development,INFO_9481
STU0619,2.64,75,69,64,69,74,88,49,56,Undecided,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks,Artificial Intelligence|Web Development,6,2,1,5,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,Network Engineering,
STU0296,,70,92,86,60,78,54,58,,  Undecideed  ,Mathematics|Programming|Data Structures|Algorithms|Databases|Web Development,Networks|Artificial Intelligence,6,2,3,3,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,Web Development,INFO_385
STU0173,2.99,90,,75,,-5.0,52,84,54,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,1,2,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,Data Science,ZrxfdoE
STU0460,3.13,62,100,91,90,72,63,58,76,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,3,3,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Software Engineering,479
STU0010,,81,62,40,67,71,,55,61,Software Engineering,Mathematics|Programming|Algorithms|Databases|Networks|Web Development,Data Structures|Artificial Intelligence,6,2,1,5,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,Network Engineering,eLZ
STU0374,3.17,71,84,86,73,,65,95,eighty,UNDECIDED,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,AI/Machine Learning,
STU0394,2.54,75,56,67,62,52,99,48,54,networks,Mathematics|Data Structures|Algorithms|Networks,Programming|Databases|Artificial Intelligence|Web Development,4,4,1,6,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,Network Engineering,
STU0513,2.77,70,68,73,76,66,88,,61,Software Eng,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Software Engineering,WyAiBiz
STU0738,3.04,70,87,94,64,91,58,62,,Web Dev,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,4,3,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,Web Development,
STU0223,2.94,64,81,79,66,86,57,,96,Undecided,Mathematics|Programming|Data Structures|Algorithms|Databases|Web Development,Networks|Artificial Intelligence,6,2,2,4,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,Web Development,INFO_1167
STU0138,2.67,78,69,,75,62,76.7,59,55,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks,Artificial Intelligence|Web Development,6,2,0,5,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,Network Engineering,0
STU0627,3.09,86,81,78,77,79,55,,58,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,2,2,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,Data Science,203
STU0849,3.14,88,87,85,90,69,61,96,53,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,Web Development,7,1,5,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,AI/Machine Learning,INFO_1232
  STU0347  ,2.52,62,70,,60,999.0,84,N/A,-999.0,Networks,Mathematics|Programming|Data Structures|Algorithms|Networks,Databases|Artificial Intelligence|Web Development,5,3,0,6,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,Network Engineering,INFO_384
STU0753,4.1,85,,100,  80  ,71,65,91,73,undecided,Mathematics|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,Programming,7,1,3,2,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,AI/Machine Learning,
STU0447#,,66,85,75,,87,60,57,54,web developement,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks,Artificial Intelligence|Web Development,6,2,2,5,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,Web Development,MxkJwU
STU0243,2.93!,89,76,77,83,85,,68,66,DATA SCIENCE,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,2,3,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,Data Science,PyMBJ
STU0893,,94,86,72,82,78,62,82,57,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,Web Development,7,1,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,Data Science,INFO_179
STU0214,3.14,91,N/A,79,82,86,60,,56,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,Web Development,7,1,4,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,Data Science,ehsOIF
STU0742,2.98,77,98,74,68,,61,74,,SOFTWARE ENGINEERING,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,,8,0,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Software Engineering,452
STU0821,3.04,67,82,84,82,85,70%,50,91,un decided,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,2,3,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Web Development,vpqK
STU0620,3.15,84,,87,79,68,54,93,64,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,3,3,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,AI/Machine Learning,61
