student_id,gpa,math_grade,programming_grade,data_structures_grade,algorithms_grade,databases_grade,networks_grade,ai_grade,web_grade,interest,passed_courses,failed_courses,passed_count,failed_count,excellent_count,weak_count,math_passed,programming_passed,data_structures_passed,algorithms_passed,databases_passed,networks_passed,ai_passed,web_passed,math_failed,programming_failed,data_structures_failed,algorithms_failed,databases_failed,networks_failed,ai_failed,web_failed,recommended_track
STU0381,2.94,67,92,76,59,86,59,53,65,Undecided,Mathematics|Programming|Data Structures|Databases|Web Development,Algorithms|Networks|Artificial Intelligence,5,3,2,5,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,Web Development
STU0109,2.87,72,74,78,81,82,63,56,75,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,0,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Software Engineering
STU0611,2.92,81,78,86,79,38,69,84,69,Undecided,Mathematics|Programming|Data Structures|Algorithms|Networks|Artificial Intelligence|Web Development,Databases,7,1,1,3,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,AI/Machine Learning
STU0408,3.09,92,82,73,83,86,51,82,67,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,2,2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,Data Science
STU0804,3.0,76,94,77,71,92,65,54,79,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,2,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Web Development
STU0673,3.06,85,81,66,75,85,57,63,57,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,2,4,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,Data Science
STU0322,2.96,82,82,83,85,63,64,93,54,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,7,1,2,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,AI/Machine Learning
STU0648,2.86,75,86,70,77,57,50,96,56,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Artificial Intelligence,Databases|Networks|Web Development,5,3,2,3,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,AI/Machine Learning
STU0602,2.96,64,65,94,70,63,86,48,55,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks,Artificial Intelligence|Web Development,6,2,2,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,Network Engineering
STU0578,2.91,55,82,80,73,86,56,63,82,Web Development,Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Mathematics|Networks,6,2,1,3,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,Web Development
STU0239,3.04,68,83,87,76,81,63,64,83,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Software Engineering
STU0561,3.25,76,94,85,75,85,64,62,99,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,4,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Web Development
STU0589,3.04,76,80,68,92,81,60,89,56,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,Web Development,7,1,2,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,Data Science
STU0371,2.95,59,85,81,63,92,68,51,90,Networks,Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Mathematics|Artificial Intelligence,6,2,3,4,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,Web Development
STU0744,2.93,92,70,72,77,80,59,86,57,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,Data Science
STU0219,2.66,80,82,64,69,76,89,55,54,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks,Artificial Intelligence|Web Development,6,2,1,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,Network Engineering
STU0793,3.21,72,93,85,81,78,64,57,99,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,3,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Software Engineering
STU0331,3.06,93,80,80,83,57,62,89,68,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Networks|Artificial Intelligence|Web Development,Databases,7,1,2,3,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,AI/Machine Learning
STU0703,3.16,73,85,83,89,76,64,60,65,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,2,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Software Engineering
STU0300,3.19,62,82,75,70,86,66,93,88,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Web Development
STU0882,2.74,89,78,77,77,79,48,76,64,Data Science,Mathematics|Programming|Data Structures|Databases|Artificial Intelligence|Web Development,Algorithms|Networks,7,1,1,2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,Web Development
STU0080,3.19,92,83,80,77,93,57,88,58,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,3,2,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,Data Science
STU0508,2.96,84,81,85,82,65,64,90,49,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,7,1,2,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,AI/Machine Learning
STU0462,2.97,88,84,74,82,74,51,88,65,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,2,2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,AI/Machine Learning
STU0337,2.96,76,82,67,76,76,52,86,61,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,1,3,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,Data Science
STU0072,2.96,86,82,76,77,56,64,87,55,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Artificial Intelligence,Databases|Networks|Web Development,6,2,2,3,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,AI/Machine Learning
STU0506,2.89,62,82,77,70,83,69,60,88,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Web Development
STU0231,3.13,95,83,84,80,72,55,93,63,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,2,2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,AI/Machine Learning
STU0283,2.98,58,88,92,57,75,64,63,85,Web Development,Programming|Data Structures|Databases|Networks|Artificial Intelligence|Web Development,Mathematics|Algorithms,6,2,3,4,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,Web Development
STU0662,3.14,90,85,91,70,73,65,68,84,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Software Engineering
STU0390,3.14,57,87,83,74,77,88,82,87,Web Development,Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,Mathematics,7,1,3,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Web Development
STU0620,3.15,84,82,87,79,68,54,93,64,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,2,3,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,AI/Machine Learning
STU0479,2.74,79,65,62,65,59,95,57,65,Networks,Mathematics|Programming|Data Structures|Algorithms|Networks|Web Development,Databases|Artificial Intelligence,6,2,1,6,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,Network Engineering
STU0137,2.79,75,82,61,64,66,90,56,61,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,1,5,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Network Engineering
STU0073,2.82,40,92,73,66,95,60,45,97,Data Science,Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Mathematics|Artificial Intelligence,6,2,3,4,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,Web Development
STU0393,2.9,67,83,72,70,78,62,50,91,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,1,3,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Web Development
STU0727,2.96,76,82,58,49,64,89,56,66,Networks,Mathematics|Programming|Databases|Networks|Web Development,Data Structures|Algorithms|Artificial Intelligence,5,3,1,5,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,Network Engineering
STU0367,3.04,86,95,83,79,74,64,82,46,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,Web Development,7,1,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,AI/Machine Learning
STU0325,3.03,72,92,84,87,76,66,50,78,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,2,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Software Engineering
STU0824,3.06,70,82,85,75,74,72,61,79,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Software Engineering
STU0176,2.67,83,69,78,71,65,87,56,65,Undecided,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks,Artificial Intelligence|Web Development,7,1,1,4,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Network Engineering
STU0624,2.96,77,84,81,71,76,67,63,86,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,None,8,0,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Software Engineering
STU0633,2.96,80,70,68,66,76,94,56,61,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,1,4,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Network Engineering
STU0225,3.0,73,75,87,75,79,62,72,75,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Software Engineering
STU0213,2.73,77,82,63,73,56,94,55,61,Networks,Mathematics|Programming|Data Structures|Algorithms|Networks|Web Development,Databases|Artificial Intelligence,6,2,1,4,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,Network Engineering
STU0597,2.96,64,90,85,74,88,64,63,76,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Web Development
STU0059,3.05,84,90,78,79,85,64,83,62,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Data Science
STU0303,2.54,73,62,78,71,58,72,52,57,Networks,Mathematics|Programming|Data Structures|Algorithms|Networks,Databases|Artificial Intelligence|Web Development,5,3,0,4,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,Network Engineering
STU0326,2.96,94,74,83,83,82,64,81,57,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,7,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,Data Science
STU0264,2.83,50,74,75,53,80,71,56,99,Web Development,Programming|Data Structures|Databases|Networks|Web Development,Mathematics|Algorithms|Artificial Intelligence,5,3,1,3,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,Web Development
STU0481,2.95,71,87,70,62,87,72,56,83,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,2,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Web Development
STU0111,2.96,67,87,84,59,73,62,55,95,Software Engineering,Mathematics|Programming|Data Structures|Databases|Networks|Web Development,Algorithms|Artificial Intelligence,6,2,2,4,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,Web Development
STU0792,2.92,63,80,95,79,76,73,60,70,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Software Engineering
STU0777,3.12,76,93,86,62,93,97,63,74,Web Development,Programming|Data Structures|Algorithms|Databases|Networks|Web Development,None,8,0,4,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Web Development
STU0591,2.9,80,74,90,73,71,54,95,50,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,AI/Machine Learning
STU0135,2.94,74,76,94,77,64,86,59,57,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks,Artificial Intelligence|Web Development,6,2,2,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,Network Engineering
STU0830,2.89,84,93,98,88,53,55,54,65,AI/ML,Mathematics|Programming|Data Structures|Algorithms,Databases|Networks|Artificial Intelligence|Web Development,5,3,3,4,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,AI/Machine Learning
STU0352,2.7,69,67,67,74,60,87,65,57,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,Web Development,7,1,1,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,Network Engineering
STU0877,2.98,88,98,77,81,65,57,85,46,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,3,3,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,AI/Machine Learning
STU0058,3.13,73,76,80,79,86,61,59,99,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,2,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Web Development
STU0451,3.15,92,89,80,77,76,62,87,62,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,AI/Machine Learning
STU0105,3.1,91,82,71,96,91,46,79,65,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,3,2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,Data Science
STU0330,2.6,100,82,48,77,81,56,55,82,Web Development,Mathematics|Programming|Algorithms|Databases|Web Development,Data Structures|Networks|Artificial Intelligence,5,3,1,3,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,Web Development
STU0657,2.98,74,83,81,90,77,65,63,66,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,AI/Machine Learning
STU0270,2.99,80,75,89,89,82,54,80,56,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,Data Science
STU0411,2.61,74,59,65,70,61,88,48,63,Data Science,Mathematics|Data Structures|Algorithms|Databases|Networks|Web Development,Programming|Artificial Intelligence,6,2,1,5,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,Network Engineering
STU0374,3.17,71,84,86,73,76,65,95,80,Undecided,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,AI/Machine Learning
STU0037,3.0,76,81,73,86,95,63,48,89,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,3,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Web Development
STU0772,3.01,89,73,87,90,65,54,84,50,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,3,3,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,AI/Machine Learning
STU0146,3.04,78,84,78,73,91,47,89,64,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,2,2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,Data Science
STU0094,2.96,88,76,92,84,57,55,86,61,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Artificial Intelligence|Web Development,Databases|Networks,6,2,3,3,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,AI/Machine Learning
STU0365,3.05,86,80,80,88,99,55,73,60,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,3,2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,Data Science
STU0234,2.96,90,83,35,74,80,62,89,93,Data Science,Mathematics|Programming|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,Data Structures,7,1,3,2,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,Data Science
STU0435,2.88,70,81,73,59,87,64,50,87,Networks,Mathematics|Programming|Data Structures|Databases|Networks|Web Development,Algorithms|Artificial Intelligence,6,2,2,3,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,Network Engineering
STU0604,3.14,73,94,85,77,83,71,58,90,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,3,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Web Development
STU0841,2.67,75,64,62,76,63,84,63,49,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks,Artificial Intelligence|Web Development,7,1,0,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,Network Engineering
STU0716,3.04,91,79,79,77,76,60,88,58,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,Web Development,7,1,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,AI/Machine Learning
STU0797,3.12,76,52,78,92,79,61,66,91,Data Science,Mathematics|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,Programming,7,1,2,3,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,Data Science
STU0252,2.8,73,81,76,74,80,38,61,73,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,0,2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,Software Engineering
STU0693,3.06,79,94,88,74,76,57,63,73,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,2,2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,Web Development
STU0471,2.96,85,91,76,83,76,37,99,52,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,3,2,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,AI/Machine Learning
STU0349,3.1,59,84,79,93,85,68,55,89,Software Engineering,Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Mathematics|Artificial Intelligence,6,2,3,3,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,Software Engineering
STU0297,2.74,79,82,75,72,82,55,78,45,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,0,2,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,Data Science
STU0203,2.94,90,85,89,72,57,58,92,65,Web Development,Mathematics|Programming|Data Structures|Algorithms|Artificial Intelligence|Web Development,Databases|Networks,6,2,4,3,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,AI/Machine Learning
STU0672,3.14,76,89,76,87,85,65,55,97,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,4,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Web Development
STU0248,3.01,84,73,77,84,73,64,89,55,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,Web Development,7,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,Network Engineering
STU0778,3.12,91,77,71,84,73,64,91,58,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,Web Development,7,1,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,AI/Machine Learning
STU0179,2.59,69,65,78,67,63,88,37,70,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,1,5,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Network Engineering
STU0760,2.97,68,85,87,84,77,64,56,79,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Web Development,Networks|Artificial Intelligence,7,1,2,3,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Software Engineering
STU0432,2.86,68,91,74,56,77,63,60,84,Web Development,Mathematics|Programming|Data Structures|Databases|Networks|Artificial Intelligence|Web Development,Algorithms,7,1,1,4,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,Web Development
STU0423,3.11,76,82,94,93,39,58,91,62,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Artificial Intelligence|Web Development,Databases|Networks,6,2,3,3,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,AI/Machine Learning
STU0642,2.96,77,86,86,77,87,60,55,90,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,4,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Network Engineering
STU0514,2.96,76,77,67,65,77,50,54,86,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Web Development,Networks|Artificial Intelligence,6,2,1,4,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,Web Development
STU0733,3.05,64,81,69,68,84,88,67,90,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,2,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Web Development
STU0184,3.08,70,82,90,87,78,71,54,70,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,2,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Software Engineering
STU0382,2.98,76,93,84,61,74,64,59,75,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,1,3,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Software Engineering
STU0712,2.64,74,63,71,69,63,81,46,60,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,0,5,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Network Engineering
STU0817,2.96,60,84,83,66,81,67,58,95,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,1,4,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Web Development
STU0356,3.14,89,80,75,80,89,64,79,65,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Data Science
STU0207,2.81,76,82,77,43,95,71,63,94,AI/ML,Programming|Data Structures|Databases|Networks|Web Development,Mathematics|Algorithms|Artificial Intelligence,7,1,2,2,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,Web Development
STU0826,2.98,70,85,87,75,82,65,63,72,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Software Engineering
STU0764,3.06,92,85,73,65,73,65,58,85,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,3,3,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Web Development
STU0077,2.96,89,82,78,75,69,58,88,50,Undecided,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,2,3,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,AI/Machine Learning
STU0560,3.08,63,88,75,71,73,96,56,89,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,3,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Web Development
STU0212,2.99,67,96,73,75,72,66,48,95,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,2,3,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Web Development
STU0497,2.89,60,76,77,58,81,72,64,65,Web Development,Mathematics|Programming|Data Structures|Databases|Networks|Artificial Intelligence|Web Development,Algorithms,7,1,0,4,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,Web Development
STU0619,2.64,75,69,64,69,74,88,49,56,Undecided,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks,Artificial Intelligence|Web Development,6,2,1,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,Network Engineering
STU0296,2.96,70,92,86,60,78,54,58,65,Undecided,Mathematics|Programming|Data Structures|Algorithms|Databases|Web Development,Networks|Artificial Intelligence,6,2,2,4,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,Web Development
STU0173,2.99,90,82,75,77,76,52,84,54,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,1,2,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,Data Science
STU0460,3.13,62,100,91,90,72,63,58,76,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,3,3,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Software Engineering
STU0010,2.96,81,62,40,67,71,64,55,61,Software Engineering,Mathematics|Programming|Algorithms|Databases|Networks|Web Development,Data Structures|Artificial Intelligence,6,2,0,6,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,Network Engineering
STU0394,2.54,75,56,67,62,52,99,48,54,Networks,Mathematics|Data Structures|Algorithms|Networks,Programming|Databases|Artificial Intelligence|Web Development,4,4,1,6,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,Network Engineering
STU0513,2.77,70,68,73,76,66,88,63,61,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,None,8,0,1,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Software Engineering
